stats_one_day_volume,stats_one_day_change,stats_one_day_sales,stats_one_day_average_price,stats_seven_day_volume,stats_seven_day_change,stats_seven_day_sales,stats_seven_day_average_price,stats_thirty_day_volume,stats_thirty_day_change,stats_thirty_day_sales,stats_thirty_day_average_price,stats_total_volume,stats_total_sales,stats_total_supply,stats_count,stats_num_owners,stats_average_price,stats_market_cap,stats_floor_price,slug,created_date,name
0.72,0.0,6,0.12,0.72,0.0,6,0.12,0.72,0.0,6,0.12,0.72,6.0,8,8,4,0.12,0.96,0.12,yvf,2022-03-03T10:34:22.847742,"Young, Veiled and Free"
0.0,-1.0,0,0.0,0.967,0.0,5,0.1934,0.967,0.0,5,0.1934,0.967,5.0,6,6,4,0.1934,1.1604,0.195,motherarth,2022-03-04T07:33:38.539355,Mother Arth
0.09,0.0,1,0.09,0.27,-0.379310345,3,0.09,0.705,0.119047619,8,0.088125,4.145,53.0,50,50,34,0.078207547,4.5,0.08,nights-in-miami,2021-08-07T05:54:54.175173,Nights in Miami
0.02,0.0,1,0.02,0.02,0.0,1,0.02,0.02,0.0,1,0.02,0.02,1.0,22,22,2,0.02,0.44,0.02,streetsrandom,2022-03-03T04:50:57.110531,RandomStreets
0.0,-1.0,0,0.0,0.1,0.0,2,0.05,0.1,0.0,2,0.05,0.1,2.0,4,4,3,0.05,0.2,0.1,psychogenicskies,2022-03-03T04:56:20.371976,Psychogenic Skies
0.25,0.0,1,0.25,0.25,0.0,1,0.25,0.25,-0.5,1,0.25,1.0,4.0,15,15,4,0.25,3.75,0.25,streets-of-solitude,2021-08-28T23:34:04.840944,Streets of solitude
0.1,-0.333333333,1,0.1,0.25,0.0,2,0.125,0.25,1.5,2,0.125,0.35,3.0,30,30,3,0.116666667,3.75,0.1,road-to-nature,2021-10-13T20:08:40.292259,Road To Nature - Single pieces collection
0.21,-0.25,3,0.07,0.7,-0.202915054,10,0.07,4.0482,1.008035714,39,0.1038,6.0642,67.0,69,69,47,0.090510448,4.83,0.15,ujin,2021-12-31T08:11:26.892375,Ujin
0.5,0.0,1,0.5,0.5,0.0,1,0.5,0.5,-0.333333333,1,0.5,2.25,6.0,22,22,4,0.375,11.0,0.25,james-truett-art,2021-10-04T20:32:59.566233,Art of James A. Truett
0.8,0.0,4,0.2,0.8,0.0,4,0.2,0.8,0.0,4,0.2,0.8,4.0,13,13,2,0.2,2.6,0.2,dawntodusknl,2022-02-07T16:05:44.833417,From Dawn to Dusk - The Skies of Newfoundland
0.0,-1.0,0,0.0,3.1249111,0.0,45,0.069442469,3.1249111,0.0,45,0.069442469,3.1249111,45.0,33,33,33,0.069442469,2.291601473,0.69,kevin-find-stuff-while-wondering,2022-02-28T00:49:39.518046,Kevin find stuff while wondering
0.12,0.0,1,0.12,0.12,0.0,1,0.12,0.12,0.0,1,0.12,0.12,1.0,20,20,2,0.12,2.4,0.06,tinybabychamelons,2022-02-03T20:13:02.660584,Tiny baby chameleons
0.0,-1.0,0,0.0,0.075,0.0,1,0.075,0.075,0.0,1,0.075,0.735,10.0,27,27,10,0.0735,2.025,0.075,stormviews,2021-08-30T21:03:47.004002,StormViews
0.2,0.0,4,0.05,0.2,0.0,4,0.05,0.2,0.0,4,0.05,0.2,4.0,11,11,3,0.05,0.55,0.05,fragment-of-everyday-life,2022-03-05T09:44:26.470194,Fragment of everyday life
0.0,-1.0,0,0.0,0.3,0.0,3,0.1,0.3,0.0,3,0.1,0.6,6.0,25,25,8,0.1,2.5,0.1,urban-birds-la,2021-11-16T00:31:04.759519,Urban Birds: Los Angeles
0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.1,1.0,1,1,1,0.1,0.1,,notestoself,2022-03-01T20:25:45.844150,notes to self
0.0,-1.0,0,0.0,0.05,0.0,1,0.05,0.05,0.0,1,0.05,0.05,1.0,89,89,2,0.05,4.45,0.0086,lines-points-dots-colors-shadows,2022-02-21T18:59:55.837823,Lines Points Dots Colors Shadows
0.0,-1.0,0,0.0,0.131,-0.769366197,4,0.03275,1.314,-0.753978656,19,0.069157895,18.48343955,159.0,1314,1314,634,0.116248047,43.0335,0.05,shabangrs,2021-10-20T21:29:21.263460,SHABANGRS
0.1,0.0,2,0.05,0.1,0.0,2,0.05,0.1,0.0,2,0.05,0.25,5.0,27,27,7,0.05,1.35,0.05,discoveringdiscovery,2021-09-16T12:20:08.260907,Discovering Discovery
0.0,-1.0,0,0.0,0.1,0.0,1,0.1,0.2,-0.333333333,2,0.1,2.0,20.0,20,20,17,0.1,2.0,,homecoming-by-ibraheem-leone,2021-11-04T08:26:30.725506,Homecoming by Ibraheem Leone
0.4,4.0,1,0.4,0.96,-0.75,8,0.12,4.8,0.500938086,56,0.085714286,33.8679,135.0,39,39,111,0.250873333,4.68,0.49,dreamstates,2021-03-10T11:17:25.402421,Dreamstates
0.25,0.0,1,0.25,0.25,0.0,1,0.25,0.25,0.0,1,0.25,0.5,2.0,20,20,3,0.25,5.0,0.25,ssbd,2022-01-03T18:17:13.986733,"SAME SAME, BUT DIFFERENT"
0.0,-1.0,0,0.0,0.25,0.0,1,0.25,0.5,0.0,2,0.25,5.5,22.0,25,25,20,0.25,6.25,0.25,a-moment-forever,2021-09-09T02:19:23.261826,A Moment Forever
0.04,0.0,1,0.04,0.04,0.0,1,0.04,0.32,7.0,4,0.08,0.36,5.0,16,16,6,0.072,0.64,0.04,elvira-and-dago,2021-12-31T04:12:59.035577,Elvira & Dago
0.200879638,0.0,3,0.066959879,0.200879638,0.0,3,0.066959879,0.200879638,0.0,3,0.066959879,0.200879638,3.0,11,11,7,0.066959879,0.736558672,,a-fistful-of-dollars,2022-02-20T06:28:23.405254,A Fistful of Dollars
0.14,0.0,2,0.07,0.14,0.0,2,0.07,0.2,-0.236641221,3,0.066666667,1.563,31.0,100,100,28,0.050419355,7.0,0.06,utopiaa,2021-09-07T12:30:47.875975,UTOPIA (?) - 100 pieces
0.1,-0.333333333,1,0.1,0.25,0.0,2,0.125,0.35,0.75,3,0.116666667,0.55,5.0,60,60,6,0.11,7.5,0.1,scenes-from-tokyo-on-film,2022-01-25T15:12:28.792225,Scenes from Tokyo on Film
0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,1.0,6,6,2,0.15,0.9,0.1,treasure-of-india-taj-mahal,2021-11-23T10:07:20.642641,Taj_Mahal
0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.2,0.0,2,0.1,0.2,2.0,11,11,8,0.1,1.1,0.1,film-city,2022-01-17T10:26:30.144451,Film City
0.098,-0.04639725,1,0.098,12.44282611,0.0,244,0.050995189,12.44282611,0.0,244,0.050995189,12.44282611,244.0,4,4,133,0.050995189,0.203980756,0.09529245,-impermanence-,2022-02-26T08:34:55.042833,IMPERMANENCE.
0.2,0.0,1,0.2,0.2,0.0,1,0.2,0.2,0.0,1,0.2,0.2,1.0,12,12,2,0.2,2.4,0.2,thelittleorbs,2022-01-06T10:53:17.631932,The Little Orbs
0.45,0.0,1,0.45,0.45,-0.91,1,0.45,10.85,0.0,23,0.47173913,10.85,23.0,24,24,19,0.47173913,10.8,2.5,tim-tadder-black-is-a-color,2022-02-01T15:30:26.027889,Black is a Color by Tim Tadder
0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.3,2.0,6,6,3,0.15,0.9,0.15,deep-space-jellies-1,2022-01-27T07:35:29.137659,Deep Space Jellies x
0.0,-1.0,0,0.0,0.17,0.0,4,0.0425,0.17,0.133333333,4,0.0425,0.93,13.0,19,19,10,0.071538462,0.8075,0.03,416-connecting,2021-11-14T00:56:42.507525,416 Connecting
0.0,-1.0,0,0.0,21.0,0.0,7,3.0,21.0,0.0,7,3.0,21.0,7.0,10,10,7,3.0,30.0,3.0,bondonthemoon,2022-03-04T00:30:09.566496,Bond on the Moon by Terry O'Neill - IN COLOR
0.0,-1.0,0,0.0,0.09,0.0,1,0.09,0.09,0.0,1,0.09,0.09,1.0,8,8,2,0.09,0.72,0.08,serene1,2022-02-01T15:29:39.276813,SERENE 1.0
0.06,0.0,2,0.03,0.09,0.5,3,0.03,0.15,0.0,5,0.03,0.15,5.0,5,5,5,0.03,0.15,,new-york-through-my-lens,2022-02-10T02:20:43.101476,New York Through My Lens
0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.1,1.0,12,12,2,0.1,1.2,0.12,coalminers,2022-01-09T19:43:10.282162,coalminers
0.5,0.0,2,0.25,0.5,0.0,2,0.25,0.5,0.0,2,0.25,0.5,2.0,9,9,2,0.25,2.25,0.2,meghanclaireart-sensualidad,2022-01-15T05:13:24.427644,Sensualidad
0.06,0.0,2,0.03,0.06,0.0,2,0.03,0.06,0.0,2,0.03,0.06,2.0,1,1,3,0.03,0.03,0.03,makclickzeditions,2022-01-04T18:49:35.968007,Makclickz Editions
0.0,-1.0,0,0.0,4.793,-0.693855391,14,0.342357143,20.449,0.0,157,0.130248408,20.449,157.0,8,8,61,0.130248408,2.738857143,0.3,phto-curated-collection,2022-02-24T21:19:47.395926,Phto. Curated Collection
0.3853806,0.0,3,0.1284602,0.642301,0.0,5,0.1284602,0.642301,0.0,5,0.1284602,0.642301,5.0,15,15,6,0.1284602,1.926903,0.1239334,sm1th-one,2022-02-06T22:29:18.383419,One Light | SM1TH
0.125,0.0,1,0.125,0.125,0.0,1,0.125,0.5,3.0,4,0.125,0.625,5.0,12,12,5,0.125,1.5,0.125,magicoftwo,2022-02-02T17:55:13.406754,Magic of Two
0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.1,1.0,12,12,2,0.1,1.2,0.04,greentreefrog1,2022-02-07T16:14:38.361637,green tree frog 1
0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.1,-0.666666667,1,0.1,0.4,4.0,16,16,4,0.1,1.6,0.1,just-dreaming-vuralyalim,2022-01-10T11:23:11.286299,Just dreaming. By Yalim Vural.
0.1926903,1.5,2,0.09634515,0.61660896,-0.636363636,7,0.088086994,15.37026293,0.0,115,0.13365446,15.37026293,115.0,6,6,102,0.13365446,0.528521966,0.11435094,trustdk,2022-02-01T12:29:09.052063,Trust by DK
0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,1.0,8,8,2,0.15,1.2,0.15,tracks-from-the-street,2022-02-27T08:51:56.440792,Traces from the street
0.09634515,0.0,3,0.03211505,0.09634515,0.0,3,0.03211505,0.09634515,0.0,3,0.03211505,0.09634515,3.0,4,4,2,0.03211505,0.1284602,0.03271885,cityofangels-bkk,2022-03-02T07:38:30.298423,City of Angels - Street Portraits from Bangkok
0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.79,0.0,5,0.158,0.79,5.0,9,9,5,0.158,1.35,0.15,natures-whispers,2022-01-29T07:09:53.809902,Nature's Whispers
0.0,-1.0,0,0.0,0.4,0.0,4,0.1,0.4,0.0,4,0.1,0.4,4.0,50,50,2,0.1,5.0,0.1,thearchivesbyajs,2022-03-03T21:48:28.197741,The Archives by AJ Simmons
0.05,0.0,1,0.05,0.05,0.0,1,0.05,0.1,0.0,2,0.05,0.1,2.0,12,12,3,0.05,0.6,0.05,gajan,2022-02-05T05:25:14.311280,"Gajan : Myths, Mysteries, Madness"
0.33,0.0,2,0.165,0.81,0.840909091,5,0.162,1.41,1.435233161,9,0.156666667,2.391,17.0,21,21,14,0.140647059,3.402,0.15,water-and-flow,2021-11-28T11:22:15.128581,WATER & FLOW
0.0,-1.0,0,0.0,0.026976642,0.0,1,0.026976642,0.091206742,0.0,3,0.030402247,0.091206742,3.0,5,5,14,0.030402247,0.13488321,0.03381315,empowerment-through-chaos,2022-02-06T06:29:27.018558,Empowerment Through Chaos
0.08,0.0,2,0.04,0.11,0.0,3,0.036666667,0.25,1.272727273,7,0.035714286,1.41,44.0,2,2,47,0.032045455,0.073333333,0.03,astroinkweaver,2021-12-04T16:18:29.185836,Astro Inkweaver Editions
0.0,-1.0,0,0.0,0.23,1.3,2,0.115,0.33,0.0,3,0.11,0.33,3.0,16,16,6,0.11,1.84,0.15,sai-yong-hong-opera-troupe,2022-01-27T04:21:50.877715,Peter Nitsch | The Sai Yong Hong Opera Troupe
0.075,0.0,1,0.075,0.075,0.0,1,0.075,0.075,-0.666666667,1,0.075,0.3,4.0,10,10,5,0.075,0.75,0.075,fromeurope,2021-11-28T07:04:29.245263,From Europe
1.25,0.0,1,1.25,1.295,0.0,2,0.6475,1.295,0.0,2,0.6475,1.295,2.0,1,1,1,0.6475,0.6475,,photograpy-by-matthew-cherrie,2022-02-18T17:57:09.509342,Photography By Matthew Cherrie 1/1s
0.08,0.0,1,0.08,0.08,0.0,1,0.08,0.08,0.0,1,0.08,0.08,1.0,4,4,2,0.08,0.32,0.08,shrimpchaos,2022-03-04T21:26:56.166205,Shrimp Chaos
0.0,0.0,1,0.0,0.0,0.0,3,0.0,0.018,-0.4,17,0.001058824,5.975,666.0,345,345,562,0.008971471,0.0,,pokepunksnft,2021-08-25T09:14:04.719713,Pokemon-Punks
0.12,0.0,1,0.12,0.12,0.0,1,0.12,0.29,-0.376344086,3,0.096666667,0.755,7.0,20,20,6,0.107857143,2.4,0.08,harmonyoflines,2021-12-30T18:02:21.566442,Harmony of lines
4.83079,0.0,72,0.067094306,4.83079,0.0,72,0.067094306,4.83079,0.0,72,0.067094306,4.83079,72.0,1,1,47,0.067094306,0.067094306,0.069,kevindyor,2022-03-04T17:43:26.618281,Kevin find stuff while wondering EDITIONS
0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.2,0.0,2,0.1,0.2,2.0,10,10,3,0.1,1.0,0.1,beyond-the-vision,2022-01-19T08:42:03.466419,Beyond the Vision
1.76,0.0,3,0.586666667,3.229,1.207108681,6,0.538166667,12.4717,-0.580338846,24,0.519654167,143.8722985,426.0,1,1,205,0.3377284,0.538166667,0.625,cath-simard-editions,2021-12-30T23:22:07.760982,Cath Simard Editions
0.05,0.0,1,0.05,0.05,0.0,1,0.05,0.32,3.571428571,3,0.106666667,0.39,4.0,25,25,4,0.0975,1.25,0.1,conceptualfreedom,2022-01-05T22:24:29.276777,Conceptual Freedom
0.0,-1.0,0,0.0,0.08,0.0,1,0.08,0.08,0.0,1,0.08,0.08,1.0,10,10,2,0.08,0.8,0.08,sunsets-the-magical-hour,2022-02-07T13:30:35.373028,Sunsets - The Magical hour
0.0,-1.0,0,0.0,0.3,0.0,1,0.3,0.3,0.0,1,0.3,0.3,1.0,1,1,1,0.3,0.3,,theselectedworks,2022-03-04T22:47:17.518452,The Selected Works
0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,2.0,19,19,3,0.0,0.0,,messier-catalog,2022-02-16T18:11:22.632360,Messier Catalog
0.0,-1.0,0,0.0,0.2,0.0,2,0.1,1.4,-0.416666667,14,0.1,4.6,46.0,2,2,44,0.1,0.2,0.1,lorigraceeditions,2022-01-03T19:34:08.380852,Lori Grace Bailey Editions
0.19,-0.5,1,0.19,0.76,0.0,4,0.19,1.33,0.4,7,0.19,8.76,45.0,60,60,42,0.194666667,11.4,0.19,borrowed-time,2021-08-10T15:12:44.983477,Borrowed Time
0.0,-1.0,0,0.0,0.05,0.0,1,0.05,0.25,4.0,5,0.05,1.2,21.0,22,22,11,0.057142857,1.1,0.05,snowboarding-s-golden-era,2021-05-19T00:04:55.376673,Snowboarding's Golden Era
0.07,0.0,1,0.07,0.07,0.0,1,0.07,0.07,0.0,1,0.07,0.07,1.0,5,5,2,0.07,0.35,0.05,silhouettebirds,2022-02-22T08:42:37.398996,Birds in Silhouette
0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,1.0,5,5,2,0.15,0.75,0.15,ourfragileworld-tundra,2022-02-18T15:19:39.155193,Our Fragile World - Tundra Collection
0.08,0.0,1,0.08,0.18,4.142857143,2,0.09,0.365,0.0,5,0.073,0.365,5.0,26,26,6,0.073,2.34,0.03,usualbecomesunusual,2022-01-31T07:59:37.919255,Usual Becomes Unusual
0.2,1.0,2,0.1,0.4,1.0,4,0.1,0.8,0.0,8,0.1,0.8,8.0,8,8,8,0.1,0.8,2.0,save-and-load,2022-02-14T21:36:25.558911,Save and Load
0.0,-1.0,0,0.0,0.06,0.0,1,0.06,0.06,0.0,1,0.06,0.06,1.0,3,3,2,0.06,0.18,0.06,universe-one,2022-02-10T11:59:43.413203,Universe One?
0.0,-1.0,0,0.0,0.015,0.0,1,0.015,0.06,0.0,4,0.015,0.06,4.0,1,1,10,0.015,0.015,0.015,dawid-imach-editions,2022-02-04T11:28:17.366080,Dawid Imach Editions
0.0,-1.0,0,0.0,0.2,0.0,1,0.2,0.2,0.0,1,0.2,0.2,1.0,10,10,2,0.2,2.0,0.2,ajtravelsred,2022-02-04T15:09:44.149185,All I see is red
0.0,-1.0,0,0.0,0.35,0.0,1,0.35,0.35,0.0,1,0.35,0.35,1.0,8,8,2,0.35,2.8,0.35,kuopio,2022-03-01T10:03:02.922578,The backyard by Hugo Korhonen
0.2,0.0,2,0.1,0.42,3.2,4,0.105,0.52,0.0,5,0.104,0.52,5.0,16,16,5,0.104,1.68,0.1,prayingmantis1,2022-02-08T12:16:12.355316,praying mantis 1
0.2,0.0,1,0.2,0.2,0.0,1,0.2,0.2,0.0,1,0.2,0.2,1.0,4,4,2,0.2,0.8,0.2,autumn-warrior,2022-02-05T17:58:23.243136,Autumn Warrior
0.25,0.0,1,0.25,0.25,0.0,1,0.25,0.5,0.0,2,0.25,1.76,8.0,35,35,8,0.22,8.75,0.15,stay-golden-fall-collection,2021-08-28T03:14:54.530222,Stay Golden:  The Fall Collection
0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,1.0,12,12,2,0.15,1.8,0.15,kidsandkites,2022-02-21T09:36:07.156784,Kids&Kites
0.18,0.0,1,0.18,0.18,0.0,1,0.18,0.18,0.636363636,1,0.18,0.29,2.0,10,10,3,0.145,1.8,0.09,nature-abstracts,2021-08-01T16:45:48.493443,Nature Abstracts
0.04,0.0,1,0.04,0.04,-0.6,1,0.04,0.29,0.0,7,0.041428571,0.29,7.0,18,18,11,0.041428571,0.72,0.06,jslprint,2022-02-01T09:17:26.455978,Just Shoot Light PRINTS
0.0,-1.0,0,0.0,0.05,-0.8,1,0.05,0.72,0.0,5,0.144,1.54025,17.0,23,23,18,0.090602941,1.15,0.25,the-explore-project,2021-10-04T01:47:20.975872,The Explore Project / By Ben Blennerhassett
0.0,-1.0,0,0.0,0.3,0.0,1,0.3,0.6,0.0,2,0.3,2.7,9.0,16,16,9,0.3,4.8,0.3,melrakkifox,2021-11-17T11:01:07.144391,"Melrakki, the Arctic fox"
0.05,0.0,1,0.05,0.1,0.0,2,0.05,0.1,0.0,2,0.05,0.1,2.0,13,13,3,0.05,0.65,0.05,youarereal,2022-02-17T11:29:47.024589,you_are_real
0.0,-1.0,0,0.0,0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.1,1.0,9,9,2,0.1,0.9,0.1,geometry-of-chaos,2022-02-04T09:45:05.008181,Geometry of Chaos
0.0,-1.0,0,0.0,0.75,2.0,3,0.25,1.0,1.0,4,0.25,1.5,6.0,150,150,6,0.25,37.5,0.25,urbansaints,2021-12-14T11:11:30.171826,URBAN SAINTS
0.05,0.0,1,0.05,0.05,0.0,1,0.05,0.05,0.0,1,0.05,0.05,1.0,9,9,2,0.05,0.45,0.05,infinite-layers,2021-12-12T16:15:45.128000,Infinite Layers
0.099,0.0,3,0.033,0.231,0.0,7,0.033,0.231,0.0,7,0.033,0.231,7.0,3,3,8,0.033,0.099,0.033,charity-collection-by-capital-shutter,2022-03-01T20:23:26.663275,Ukraine Emergency Response Fund Charity Collection by capital.shutter
0.0,-1.0,0,0.0,0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.1,1.0,12,12,2,0.1,1.2,0.1,onthe-otherside-oflight,2022-02-23T11:34:19.473565,On the other side of light
0.05,0.0,1,0.05,0.41933,0.197743502,8,0.05241625,1.06943,0.0,21,0.050925238,1.06943,21.0,20,20,14,0.050925238,1.048325,0.5,aiuehara-gm-collection,2022-02-14T23:42:26.221573,Ai Uehara GM Collection
0.0,-1.0,0,0.0,0.5111,2.834208552,3,0.170366667,0.6444,0.137310272,4,0.1611,1.3554,9.0,15,15,7,0.1506,2.5555,0.1111,endless-transformation,2022-01-02T16:36:37.943929,Endless Transformation
0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.723969,-0.870405091,20,0.03619845,97.966569,1067.0,1000,1000,276,0.091814966,0.0,,punk-portraits-old,2021-09-02T19:29:12.500010,"DON""T BUY THIS -> old contract, we've moved! -> link on collection page!"
0.07,0.0,1,0.07,0.137,-0.804282918,2,0.0685,9.57434,0.0,54,0.177302593,9.57434,54.0,1000,1000,307,0.177302593,68.5,0.0888,punk-portraits-v2,2022-02-07T14:14:55.486062,Punk Portraits by David Lawrence
0.1,0.0,1,0.1,0.1,0.0,1,0.1,0.1,-0.761904762,1,0.1,0.52,4.0,7,7,5,0.13,0.7,0.1,slivers-of-solitude,2022-01-21T13:58:19.873277,Slivers of Solitude
0.0,-1.0,0,0.0,0.1,0.0,2,0.05,0.1,0.0,2,0.05,0.1,2.0,8,8,3,0.05,0.4,0.05,the-world-of-sport-through-my-lens,2022-03-02T00:33:36.032488,The world of sport through my lens
0.04,0.0,1,0.04,0.04,0.0,1,0.04,0.04,0.0,1,0.04,0.04,1.0,1,1,2,0.04,0.04,0.04,slava-ukraine-alexandruchitu,2022-03-06T00:19:03.100441,Help Ukraine Refugees from Romania
0.797,-0.018472906,3,0.265666667,9.2205,-0.82522599,30,0.30735,128.8315184,0.0,469,0.274694069,128.8315184,469.0,1,1,309,0.274694069,0.30735,0.27,phto-all-access-pass,2022-02-18T21:24:02.960107,Phto. All Access Pass
0.0,-1.0,0,0.0,0.08,0.0,1,0.08,0.08,0.0,1,0.08,0.08,1.0,8,8,2,0.08,0.64,0.08,habano,2022-03-04T08:34:41.162664,Habanos with the scent of a woman
0.0,-1.0,0,0.0,0.25,2.333333333,2,0.125,0.325,0.3,3,0.108333333,0.655,7.0,12,12,8,0.093571429,1.5,0.1,tearsofthesky,2021-09-25T07:40:59.498911,Tears of the Sky
0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,0.0,1,0.15,0.15,1.0,9,9,2,0.15,1.35,0.15,forthosewhowishtowander,2022-02-27T03:34:29.151295,for those who wish to wander
0.25,0.0,1,0.25,0.25,0.0,1,0.25,0.25,0.0,1,0.25,0.25,1.0,20,20,2,0.25,5.0,0.25,i-am-uver,2022-03-05T08:36:02.040358,I am Uver
0.0,-1.0,0,0.0,0.3,-0.565217391,2,0.15,1.246,-0.041538462,10,0.1246,2.897,32.0,39,39,27,0.09053125,5.85,0.059,wild-cats-of-the-midwest-nft-photography-collectio,2021-09-03T03:19:23.651590,Wild Cats of the Midwest
0.1,0.0,1,0.1,0.4,0.179941003,4,0.1,3.9317,-0.531159716,36,0.109213889,33.08271148,280.0,379,379,151,0.118152541,37.9,0.1,cryptopunks-alive,2021-05-30T13:11:47.500694,CryptoPunks Alive
0.0,-1.0,0,0.0,0.03,0.0,1,0.03,0.08,0.142857143,2,0.04,0.2001,9.0,31,31,9,0.022233333,0.93,0.01,keletsomalepe,2021-08-11T19:31:33.743957,The world through my lens.
0.0,-1.0,0,0.0,0.6,0.0,3,0.2,0.6,0.0,3,0.2,0.6,3.0,22,22,4,0.2,4.4,0.2,beyond-sight-storm-collection-tanner-charles,2022-02-25T01:04:08.186818,Beyond Sight - Storm Collection
0.03,0.0,1,0.03,0.03,0.0,1,0.03,0.03,-0.666666667,1,0.03,0.51,17.0,25,25,17,0.03,0.75,0.03,documentinginbnw,2021-09-04T04:39:52.492946,Documenting in BNW
0.1,0.0,1,0.1,0.3,0.0,3,0.1,0.4,0.0,4,0.1,0.4,4.0,9,9,5,0.1,0.9,0.1,pochette,2022-02-14T19:40:50.075603,Pochette
0.0,-1.0,0,0.0,0.2,3.0,1,0.2,0.5,-0.397590361,4,0.125,1.33,9.0,50,50,9,0.147777778,10.0,0.05,thegrowingroad,2022-01-20T05:47:47.063722,The Growing Road
0.0,-1.0,0,0.0,0.035752464,0.0,1,0.035752464,0.035752464,0.0,1,0.035752464,0.035752464,1.0,1,1,1,0.035752464,0.035752464,,reallifefeet,2022-02-25T16:46:02.576991,Real_Life_Feet
0.05,0.0,1,0.05,0.05,0.0,1,0.05,0.05,0.0,1,0.05,0.63,9.0,30,30,10,0.07,1.5,0.05,boats-boats-boats,2021-09-08T15:53:12.226174,Boats Boats Boats
0.037,6.4,2,0.0185,0.042,0.0,3,0.014,3.862896,1.0994,28,0.137960571,10.179596,78.0,46,46,376,0.130507641,0.644,0.019,legends-of-wondermist,2021-11-29T23:56:52.793299,Legends of Wondermist
0.0166,-0.446666667,2,0.0083,0.0666,-0.892198122,6,0.0111,1.0748,4.772287863,35,0.030708571,10.46,546.0,1000,1000,269,0.019157509,11.1,0.0066,otter-army,2021-03-17T04:11:37.939277,Otter Army
0.29,11.08333333,19,0.015263158,0.6545,1.152960526,38,0.017223684,1.2645,-0.449738903,82,0.015420732,26.501,895.0,1452,1452,488,0.029610056,25.00878947,0.008,pokepxls,2021-03-14T13:04:35.915647,[POKE PXLS]
0.3008,-0.159776536,8,0.0376,8.916269,-0.510957118,141,0.06323595,27.1483491,0.0,328,0.082769357,27.1483491,328.0,10000,10000,1768,0.082769357,632.3595035,0.019,arbo,2022-02-22T04:58:28.696241,ARBO Heroes
9.020901,-0.503263951,9,1.002322333,67.052107,-0.474173884,89,0.753394461,500.4265489,-0.767878229,568,0.881032656,36680.2985,28177.0,30,30,4942,1.301781542,22.60183382,0.388,curiocardswrapper,2021-03-28T17:58:36.404282,My Curio Cards
0.72,0.0,3,0.24,3.38,-0.718967243,22,0.153636364,15.4070677,0.0,82,0.18789107,15.4070677,82.0,800,800,439,0.18789107,122.9090909,0.12,goe-gg-genesis,2022-02-25T08:20:46.555528,Gates of Ethernity
0.009999,-0.0001,1,0.009999,1.543777,-0.767050921,17,0.090810412,12.41526664,-0.239498046,166,0.074790763,4771.436566,10256.0,523,523,8245,0.465233675,47.49384535,0.009899,meme-ltd,2020-08-26T07:03:43.392725,Meme Ltd.
0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.03,0.935483871,5,0.006,1.481,90.0,130,130,50,0.016455556,0.0,0.013,witchybits,2021-06-06T03:14:52.836701,WitchyBits
0.03,-0.393939394,3,0.01,0.1614,-0.680072945,16,0.0100875,9.34739,504.2643243,259,0.036090309,10.50884,338.0,4731,4731,808,0.031091243,47.7239625,0.01,spookycards,2021-10-31T15:01:08.977541,Spooky Halloween Cards for CS collection
0.2,0.0,1,0.2,0.37,15.08695652,3,0.123333333,3.939521415,-0.624936113,37,0.106473552,40.6663236,1118.0,8945,8945,408,0.036374171,1103.216667,0.007,darkwinds,2019-04-26T22:13:04.652307,Darkwinds
0.19,0.0,1,0.19,5.04,0.976470588,4,1.26,65.85281,-0.892594361,65,1.013120154,2017.657588,10093.0,8999,8999,818,0.199906627,11338.74,0.21,treasure-for-loot,2021-09-02T06:48:39.636658,Treasure Project
0.025,0.0,1,0.025,0.025,0.0,1,0.025,0.075,-0.736842105,3,0.025,0.81,22.0,6,6,13,0.036818182,0.15,0.035,royalz,2021-12-20T02:55:39.536615,Royalz Trading Cards
0.123,0.0,3,0.041,0.536606,0.010350041,17,0.031565059,4.264444011,0.214866899,120,0.035537033,3474.022224,12386.0,41,41,4488,0.280479753,1.294167412,0.0096,polkapets,2021-01-27T02:36:31.308470,PolkaPets TCG
